,title,stars,date,r_title,text
10,Beauty and the Beast,10,14 September 2005,Tale as old as time...,"This animated masterpiece is and will always stay one of the best romantic movies ever created.This is one of those rare movies in which everything comes perfectly together. The characters, the music, the humor, the pace, the story everything in this movie is just perfect. It's a highly memorable movie that everyone should watch at least once in their lifetime.The movie is beautifully animated and it features some of the best Disney characters. Mrs. Potts, Cogsworth, Lumiere and of course Belle and the Beast are highly memorable and very well constructed characters. Also the villain role Gaston which is always one of the most important elements of a Disney movie is a good one. However the villain isn't as prominent to the story as in most other Disney animated movies is the case. This movie truly is about love and the beauty inside. The movie its love story is nicely supported by the very good songs composed by Alan Menken and with lyrics by Howard Ashman. Unfortunately this was Howard Ashman's last project and he died before he could receive his well deserved Oscar for this movie. Unique fact is that this movie was also even nominated for the 'Best Picture' Oscar. Something that was really well deserved by the way. The story is quite 'mature' but also there is still plenty to enjoy for the little one's here. The movie is filled with lots of humor and imaginative characters. The movie is told in very good quick pace and features some of the best editing I have ever seen in an animated movie.The voice cast consists out of some good actors; Angela Lansbury and Jerry Orbach are especially perfect for their roles.The movie features some unforgettable classic moments and is a milestone in animated movie making. An highly recommendable animated romantic movie that shall always remain one of the best romantic movies ever made. This movie is recommendable to everyone, even those who normally don't like romantic stories and movies, thrust me, you'll love this movie.10/10http://bobafett1138.blogspot.com/"
11,Beauty and the Beast,10,10 April 1999,Breathtaking,"When I saw the first advertising for Beauty and the Beast -- a cardboard stand-up in a movie theater -- I nearly burst into tears. Just the ADVERTISEMENT was hauntingly beautiful, tapping into some deep human reality. Hasn't everyone, at some time, felt like a hideous beast hungry for someone to love us as we are and in doing so, transform us into something beautiful?The film itself more than delivered. Belle was the first Disney heroine who wasn't either boy-crazy or a doormat/victim. She has brains, heart, and above all, character. The Beast's transformation from monster to hero is believable and poignant. In a world where possessiveness has become the norm (witness the selfish custody battles of birth parents tearing children from the only homes they've ever known), the Beast's heart-wrenching insistence that he had to let Belle leave because he loves her is a breath of fresh air.The music is perfection, the animation astonishing. Together they raise filmmaking of any kind to new challenges. The ballroom scene is heartbreakingly beautiful.If you've been in a coma for ten years or have some other excuse for never having seen this gem of a movie, correct that omission as soon as possible. And have a hankie nearby."
12,Beauty and the Beast,,17 February 2000,Magical,"Who can resist this beautiful story? I love the fact that even though Belle hated Beast at first, she saw underneath that he was a kind and gentle soul, and didn't care what he looked like on the outside! And what girl hasn't known a Gaston in their lives? I thought it was so great how he was put in his place! All the voiceovers are amazing, especially Robby Benson as Beast. Another Disney masterpiece."
13,Beauty and the Beast,10,3 October 2006,"Disney, Why Can't You Make More Movies Like This!?","I still remember watching this movie when I was very little. I did not appreciate it as much then, but now because I am older, I can cherish this blessed masterpiece. The music in this movie is one of the best film scores ever and contains the catchiest Disney tunes. Who could ever forget the ever-popular ballroom scene? This movie, in my opinion was Alan Menken and Howard Ashman's best! I also think that this is the best Disney movie made after the great Walt Disney passed away.I had the opportunity of seeing the Special Edition on IMAX. What an experience! The scenes were breathtaking to see on such a large screen. I even found the new song ""Human Again"" very entertaining.It's such a shame that Disney hasn't made a movie like this since ""Mulan"". ""Beauty and the Beast"" will be forever remembered as the epitome of modern-day Disney movies (and should have won the Best Picture Oscar instead of ""The Silence of the Lambs""). Bravo to Disney!"
14,Beauty and the Beast,10,2 July 2008,The Best Disney Cartoon Movie Ever Made!,"Words fail me as I try to express my feelings about Beauty and the Beast, the best cartoon movie ever made! Praise is all that I can find for it and anything that I or any fan writes about it simply cannot do justice to this tour-de-force of top-class animation and elegant story-telling.Beauty and the Beast marks one of the first and best uses of digital animation for the range of human emotions that it captures. Even today, there is no sequence as memorable as the ballroom sequence where Belle and the Beast dance to the strains of the title tune. Speaking of tunes, no mention of this movie's artistic merits is ever complete without a mention of the songs. The lyrics written by Alan Menken and Howard Ashman are absolutely poetic (Tale as old as time/Song as old as rhyme) and the voicing of the songs by Angela Lansbury, Celine Dion, Peabo Bryson and others is simply incredible!The two best song sequences in the movie are 'Be My Guest' and 'Tale as old as time'. The script is excellent taking the old but fairly well-known fable and developing it into something modern yet touching and poignant. The new innovations of the scriptwriters to the original story such as putting a feminist touch on Belle, the development of the relationship between Belle and the Beast, the talking cutlery are fully fleshed out and have been integrated into the pace, moving the story forward and never slowing it down. The characters are sharply developed. Belle is a vibrant bookish girl who lives in a world of fairy tales, yet dearly loves her wacky but likable inventor father. Also it is worth mentioning that she is shown to have an individualistic bent of mind who sees the handsome but shallow Gaston for what he is and spurns his advances. She has the spunk to wear the type of clothes and act the way she wants unlike the other dumb village girls.At first she fears the Beast, but when he saves her she appreciates him and finds the prince within the Beast. She is intelligent, compassionate and has a mind of her own. She's also very outspoken and courageous as is evidenced by her opting to take her father's place in the Beast's castle and in her tirade of reason against the Beast when he rebukes her for putting herself into danger by trying to run away from the castle. With her strong personality, she makes a terrific role model for young girls everywhere. Long before Titanic, this was the first successful attempt at female empowerment. The Beast is a fierce ape-like creature whose short temper stems from his frustration at being unable to find true love. Gaston the narcissistic village champion who thinks that brawns are more important than brains is ridiculed by the movie and eventually exposed as its villain. Even minor supporting characters such as the clock, the lamp and the teapot are fleshed out and will enchant both kids and adults alike.I actually started crying during the movie's finale when the Beast dies after the struggle with Gaston and my sorrow was turned into joy when the curse is broken and the Beast gets transformed into a handsome prince. The transformation effects are simply mind-blowing (for a cartoon movie!).Some eighteen years after its release this movie only gets better with time. Cynics who normally dismiss cartoons and G-rated fare should see this movie and experience a change of heart. If this movie does not move them, then they should go admit themselves into a morgue!My Grade:A+!"
15,Beauty and the Beast,10,3 February 2008,Can Disney Make A Movie As Fantastic As Beauty And The Beast Again?,"wow,this is amazing,and one of the best Disney's movies.I believe Beauty and the beast,Pocahontas and The little mermaid are the peak of all of the Disney's movies.how great it shows love,humanity,abomination and so on. And the songs are just wonderful,specially ""Beauty and the beast"".when this movie was made I was just 2 years old,when I watched this movie I was only 10 and now I'm 18 but still count it as my favorite movie. and this is the best dialog of the movie: Cogsworth: Well Your Highness, I must say everything is going just swimmingly. I knew you had it in you, ha ha! Beast: I let her go. Cogsworth: Yes, yes, - You... what? How could you do that? Beast: I had to. Cogsworth: Yes, but, but... but... why? Beast: Because... I love her."
16,Beauty and the Beast,,18 November 2005,"Funny, Frightening, and Powerful....Oscar Worthy In Every Way....You Too Will Fall Instantly Under The Spell Of This Beautiful Story","This is Disney's greatest achievement. From the first shot of the castle right on to the end view of the stain glass window it is funny, frightening, and powerful. Every shot is even more enchanting and fantastic than the last. Walt Disney would be very proud of this film.Howard Ashman and Alan Menken have done what most composers can only dream of. To create a ""script"" in every lyric and every note that is heard. This film is nothing short of spectacular.Every voice is flawless. Robby Benson in particular reminds us all that you do not have to be in front of the camera to give off a believable and touching performance.The film is Oscar worthy in every way. The viewer would be well advised to bring a box of tissues during some of the films more tender moments. The ballroom scene is an example of how seamless the animation really is. Other tearjerker moments include a fight between Belle and The Beast which ends with the Beast leaving the protection of his castle to rescue the one who could break the spell from a pack of savagely monstrous wolves, the transformation of a monster into a man, and a dedication to the late Howard Ashman. You too will fall instantly under the spell of this beautiful story. If there is ever anything you will miss out on don't let this movie be it."
17,Beauty and the Beast,10,25 October 2004,Living the fairy tale...,"I agree with the commentator who mentioned that we should ""live the fairy tale"" because Beauty and the Beast is a wonderful story that teaches the viewer not to judge a book by its cover. This movie is my favorite movie of all time because so much of it applies to myself. I am very much a bookworm, and I used to keep to myself a lot. Eventually, I met my prince and am now living happily ever after. I hope that everyone can live this way or live the fairy tale. A lot of Belle's attributes are worthy of praise: intelligence, kindness and bravery. At a young age, I was taught to value these characteristics and to incorporate them into my own personality. It is probably these three attributes that my friends like about me, therefore Belle is an excellent example of a role model, especially for young girls. She also teaches everyone, and not just children, that perserverence pays off in the end with love and happiness. The objects/servants are a colorful lot, much like your friends, family and everyday acquaintances. They add color and meaning to your life and offer humor: the best medicine. Overall, the scenery and the animation are incredible. I especially loved the details in the castle! It is no surprise that the movie was nominated for an Academy award. 10 stars out of 10 =)"
18,Beauty and the Beast,10,13 April 2003,"""The Perfect Animated Movie""","In the opening of Beauty and The Beast, we find out more about the characters in the first five minutes, then many movies tell us in half an hour.  Taking a risk, and opening an animated film with a long musical number was a risky move, but as it turns out, a perfectly wonderful idea. From the opening to the end, we are totally captivated by this wonderful achievement in music and animation as we have never been before.Unlike many animated Disney movies where a song may be thrown in here and there, and do little to move the story along, each song here is directly related to the story line, moves the movie along, and leaves us anticipating the next big number.  Alan Menken and Howard Ashman deserve every bit of the praise they received for this film, and then some.All the characters in this film are so well animated and voiced, you never once think about the fact that you are watching an animated movie, as is often the case.  From the town that Belle lives in, to the Beast castle, the backgrounds are beautifully rendered in detail, and vibrant alive colors. In 1991, this was a ground breaking, animated film, and over ten years later, as much as I enjoy many of the new computer animated movies such as Shrek and Toy Story, none has come close to the accomplishments of Beauty and the Beast, which mixes romance, music, comedy and drama, in a perfect blend that may never be seen again."
19,Beauty and the Beast,10,12 March 2006,Should have won best Picture,"The first and possibly last animated movie to be nominated for best picture, and it should have won. This is an absolutely beautiful movie, and it makes me miss the art of hand drawn animation. Don't get me wrong Scilence of the Lambs was great movie and its really a tough choice but i think this one should have won. I hate to admit it but it brings a tear to my eye every time I watch it. If only Disney could get back to the likes of this film, and stop dicking around with the boring cgi movies. I hope someday we will see an animated movie win best picture, but sadly i think it will not happen, the only one in my opinion that came close was spirited away, and thats still no Beauty and the Beast."
20,Beauty and the Beast,10,25 July 2017,"Underrated.  This is Disney's best animated film, ever.","Out of Disney's 4 golden age movies, Little Mermaid, Aladdin, Lion King, and this one, Beauty and the Beast is easily the best. The animation is beautiful, the music is hauntingly good, the story is a classic and the characters are unforgettable. It all comes together as Disney's best animated film to date. The remake doesn't hold a candle to it."
21,Beauty and the Beast,10,5 August 2012,Beauty and the Beast,"Only second to ""The Little Mermaid"" on my list of favorite Disney classics, I have been captivated by ""Beauty"" ever since seeing it in the movies in 1992 (I was 7). The film combines the best of Disney: stunning visuals, appealing characters, great music and a timeless story. The first thing you notice about B&B is the gorgeous artwork - the film opens with an eye-popping shot of a forest and remains a visual delight throughout its 90 minute run-time. B&B includes some of the best Disney songs as well, most notably ""Belle"", ""Something There"" and the title song. I own the soundtrack and the score is just as good (""The West Wing"" and ""Transformation"" being my favorites). I also think Belle and the beast make a great couple. There's chemistry between them and their romance doesn't feel forced, but natural and genuine. I was very pleased with my 1993 LaserDisc so I was quite hesitant to obtain the blu ray, fearing it would ruin my enjoyment from the film (wasn't too familiar with the format just 2 years ago). Gladly, I was wrong and the film looks breathtaking in HD (although I do reduce the saturation, given the colors are a little too garish to my taste). Now we just have to wait for my other favorite Disney classic to arrive on Blu Ray, The Little Mermaid."
