,title,stars,date,r_title,text
10,Shrek the Third,6,25 May 2007,It's Just Decent,"When his new father-in-law, King Harold falls ill, Shrek is looked at as the heir to the land of Far Far Away. Not one to give up his beloved swamp, Shrek recruits his friends Donkey and Puss in Boots to install the rebellious Artie as the new king. Princess Fiona, however, rallies a band of royal girlfriends to fend off a coup d'etat by the jilted Prince Charming.I have to admit, I really wasn't as hyped to see this film than Shrek 2. The trailer was okay, the plot sounds less interesting, and many critics didn't like this film. Yeah, this film is full of energetic characters and some visually dazzling scenes, but it's not as funny, entertaining, or as great as the last two films.If you've seen the trailer, that's probably all the good jokes that they got in the film. I expected to laugh as much as I did at Shrek 2, since this film is more for the adults than the kids to enjoy. It's a sad fact that more of the jokes comes from secondary characters than the main ones. The action scenes were good, not great, but the story just doesn't interest me.And the Shrek and Fiona spark isn't as much there as it were in the previous two films. Now here's the good: I liked the secondary characters. They are all funny. This is the most visual Shrek film, having colorful scenes pop out.This film seems to rely more on the slapstick humor to cover up the weak plot, seemed to not be filled with originality. I didn't mind that. There are some pretty good jokes and some good action scenes. Don't watch this film expecting a great film like the first two, although I wanted this to be a worthy sequel."
11,Shrek the Third,1,9 June 2007,Skip it,"Shrek 3 trusts it's audience so little and has squandered so much good will in it's effort to milk cash from viewers, that it places it's characters on screen and nervously has them do stupid, ""funny"" things to reignite your interest and get the movie rolling. For fifteen minutes it barely considers plot, because maybe you don't like plot. So how about another pratfall?When a funeral is held and the song ""Live and Let Die"" is mined for unavailable laughs, you begin to understand just how bad this is going to be. The creators talked themselves into a dumb pop culture reference without any understanding of the damned song. The song is about revenge: The scene is about revenge about as much as Star Wars is about French Structuralism... so what the hell is it doing here? Hey guys, consider reading a book some time; then when you propose a joke you can know when what you have isn't funny. It's called ""having depth."" Instead of admiring a writer's cleverness, a viewer sits in the theater envisioning the limp team meeting where that idea was born, accompanied by desperate, wrong-headed titters from weak minds.Mike Myers should move on and find yet another movie to shoehorn his tiresome Scottish accent into.For the record the humans in this series have always creeped me out."
12,Shrek the Third,5,16 May 2007,Once vibrant series showing signs of middle age,"Halfway through the third installment of the popular CGI franchise, ""Shrek,"" one gets the distinct feeling that the end is near. What prompts these emotions? Oh, just the fact that the writers seem to have run out of ideas, funny jokes and interesting new characters.I suppose I'd feel different if I were an eight-year-old child, but ...As far as ideas go, the plot here has Harold, the frog king of Far Far Away (voice of John Cleese), dying (a hilarious segment that recalls Paul Reubens death scene in ""Buffy, The Vampire Slayer"") and trusting the kingdom to either Shrek (Mike Myers in his Scottish brogue) or the monarch's wimpy nephew, Arthur (Justin Timberlake). Meanwhile, in another bit of inspired comedy, defeated ""Prince"" Charming (Rupert Everett) is reduced to performing in a cheap dinner theater.This is basically where the originality ends, however. That does not mean the rest of the picture is bad - it is at least entertaining - but there's not much new any more. If ""Shrek The Third"" were a person, he'd be yelling at the neighbor kids to get off his lawn and eating supper at the IHOP at 3:30 p.m.Cases in point: Princess Fiona (Cameron Diaz) finds out she's pregnant and, like every expectant father in TV sit-com history, Shrek is frightened by his future parental obligations; Charming enlists all of the fairy tale villains in the land to join with him, invade Far Far Away and change the outcome of nursery rhymes (sounds like the plot of the turkey from earlier this year, ""Happily N'ever After""); and the captured women of Far Far Away, Fiona, Queen Lillian (Julie Andrews), Sleeping Beauty, Cinderella, Snow White and Rapunzel (voiced by ""SNL"" cast members Cheri Oteri, Amy Sedaris, Amy Poehler and Maya Rudolph, respectively) become ninja warriors to try and save the day. Ho hum.Even the goofy antics of sidekicks Donkey (Eddie Murphy) and Puss-In-Boots (Antonio Banderas), as well as the vocal ""talents"" of Regis Philbin and Larry King (as the two ugly stepsisters), bring only smiles and smirks instead of side-splitting laughs like in the old days. In fact, the writers are forced to use the word ""poop"" several times to try and please an increasingly immature and vapid film-going audience.Only ""Monty Python"" alum Eric Idle (as an addled Merlin the Magician who switches Donkey and Puss' personalities) is even remotely funny and original among the new characters.After a battle featuring more windbag philosophy than daring-do, the rightful king is crowned and Fiona goes on to have a litter of baby ogres, who  like the Ewoks in ""Return of the Jedi""  look cute, but add nothing special to the production.Even the usually-clever closing credits (where the cast sings a classic song) was uninspired and listless this time around.As usual, the animation of this series is first-rate; unfortunately, the story does not match the technology and those who appreciate the combination will most likely be left feeling a bit empty inside."
13,Shrek the Third,4,20 May 2007,Shrek dreck,"It would be safe to say that the third time is definitely NOT the charm when it comes to the ""Shrek"" series, since ""Shrek the Third"" lacks virtually all the imaginativeness, wit and magic that made the previous two installments such tremendous fun for young and old viewers alike. In this latest go-round, the writers have clearly run out of comical inspiration, leaving us with a humorless farrago of labored jokes and sappy life-lessons (mainly about the joys of prospective fatherhood and the importance of being willing to take a chance in life) guaranteed to please no target audience or age group whatsoever.In this edition, Shrek's father-in-law, the frog king of the realm of Far Far Away, bequeaths his crown to Shrek on his deathbed unless the reluctant ogre can find a distant heir (the young Arthur) to take his place. Shrek, filled with doubts about his own ability to rule the kingdom, heads off with his faithful companions, Donkey and Puss In Boots, to find the boy and bring him back with them to the castle where he will assume his rightful place on the throne. Meanwhile, the vain, conniving Prince Charming has decided to enlist the aid of all the villains of the kingdom to mount a coup so that he can proclaim himself ruler of the land.As I reckon them, there are about five hearty laughs in ""Shrek the Third,"" and at least four of them come in the opening scene of the film (a very funny parody of third-rate dinner theater). Unfortunately, it's all pretty much downhill from there, as one ostensibly comic line after another crashes and burns, leaving us with little but the gorgeous backdrops and seamless animation to hold our attention. Regarding the latter point, it must be stated that movie animators have certainly come a long way in perfecting the facial expressions of their characters, but what is the point of such a technological advancement if it is placed in the service of as dismal a script as Andrew Adams, Howard Gould, Jeffrey Price, Peter S. Seaman, J. David Stern, David N. Weiss, and Jon Zack have concocted here? Somehow, you know you're in trouble when no fewer than seven writers have a hand in a screenplay, but couldn't at least one of them have come up with a funny joke or two while they were hammering it all out? Moreover, the story itself is dull and plodding and even the ""Shrek"" trademark of piling on clever pop culture references falls flat in this instance (and having Medieval teenagers blabbing away in already-dated Valley Girl lingo just doesn't cut it). Eddie Murphy and Antonio Banderas still provide yeoman service as the voices of Donkey and Puss In Boots, respectively, but even they can't keep the whole enterprise from feeling as if blockbuster rigor mortis has finally set in. Unlike the two earlier films in the series, ""Shrek the Third"" feels less the product of a magic spell than of a divine curse."
14,Shrek the Third,3,20 May 2007,Shoulda stopped at TWO,"Third installments are the hardest acts in the world. The second movie was commissioned on the popularity of the first. And if they green-light a third it must mean that the second was as equally or better than the first. So much expectation. So much to live up to.I felt sorry for Shrek the Third. It felt long. The cast seemed like strangers again. Not enough Fiona and Shrek. Not enough Puss in Boots and Donkey. Artie was hard to like. And ""Revenge"" stories are so single dimensional. When the 'villians/ bad guys' were attacking Far Far Away the movie felt dark.The biggest disappointment was the music. It sucked - big time! Honestly 'live and let die' at a funeral???? And what is it with singing frogs??? ""Flushed Away"" and ""Meet the Robinsons"" had singing frogs...Shrek had to add their own? Overall, my six year old enjoyed repeated watchings of it. I fell asleep. So thanks Dreamworks for finally alienating your paying audience and dumbing down the franchise to kids-only material. One vote off for that. Gone from 4/10 to 3/10."
15,Shrek the Third,1,19 June 2007,Unfunny,"Worst of the 3. Hang on, didn't I say that about Oceans 13 yesterday? It must be Groundhog Day then.Mike Myers brings back Shrek for a third run and there's no plot, no story and none of the great little one screen jokes we had with the previous 2 Shrek films.King Harold is dying (actaully he dies) and Shrek doesn't want to be King so he goes off to look for the next heir to the throne of Far Far Away.And Prince Charming takes over the kingdom while he's gone.The rest of the story is Shrek trying to persuade Arthur to be King, trying to face up to the idea he's going to be a father, Their journey back to Far Far Away and the rescue of Fiona and her friends which turns into the rescue of Shrek.Exceptionally weak plot, the film stumbles from scene to scene and shows no imagination at all.Extremely BORING and best avoided. This will go straight to DVD."
16,Shrek the Third,2,23 May 2007,Maybe they were forced by the government to preach to us,"I'm a Shrek fan, perhaps not the most enthusiastic in the world, but a fan nonetheless. I value the good laughs I got mainly from Shrek II, but I value them more because I could enjoy them with my entire family. That's rare for us. The Shrek series has plenty of magic to call upon: the entire panoply of mythic characters from Grimm through Disney, rendered in state-of-the-art realistic animation. It also has the resources of a star cast and the momentum of two previous successes. How then can it all add up to such a huge disappointment? It amazes me when Hollywood can take a success like 1 and 2, and make enough errors that coalesce into a cinematic mess. The writers took an excellent ensemble cast, good timing, a wicked sense of humor and addedwhat? Let's go through it. First they added ""meaning""as I leaned over and said to my twelve year old, ""it's like the film was high-jacked by a third grade teacher."" They added a new, major character (voiced by the genre-challenged Justin Timberlake) that was not only massively unappealing and unfunny, but an opportunity for my imaginary third grade teacher to ""teach"" us about bullying the little guy, etc. I could understand it if a studio was compelled (say by the equivalent of the federal miles per gallon standards forced onto domestic auto manufacturers) to have a certain amount of Department of Education approved ""teaching"" in a film, but that wouldn't explain their ambition to ""teach us"" about fears of parenthood. Who exactly do they like their audience is?The core issue is Shrek's reluctant to (a) have enough ambition to be king which is mysteriously offered to him over the true heiress, his wife, and (b) additional reluctance to shoulder the ambitions and responsibility of fatherhood. Funny? No. Third grade teacher material? Yes. Well, sort of, but maybe someone speaking to young adults (who will hate this preachy film). But comedy? No, not even close. So how does a studio take millions of dollars, a huge cast including comic talents like Mike Meyers, John Cleese, Eric Idle, and Eddie Murphy. OK, Eddie Murphy isn't that funny when he's in a fat suit, but he does good sidekick. My first inkling that something was wrong came early when the father-King frog died for a protracted scene. Remind me, what's funny about a guy dying for a long, long, time again? Then there's a whole scene at a medieval high school full of flat, dated ""valleyspeak"" that the kids have moved on from years ago. How old are these writers? Are they all obsessed with their first pregnancy? On top of all this they desecrate the already seriously overused Arthurian legend. This unfunny boy, Artie, is supposedly the young King Arthur. Adding insult, they make Merlin into a ineffectual retired hippie complete with Birkenstocks and a drumming circle. What are they trying to say? Isn't it enough to desecrate Disney's own products like making Captain Hook secret ambition to be a flower gardener? All here villains harbor lost ambitions and it takes a very minor confrontation to turn them back into productive citizens. It all goes on painfully long, unredeemed even by the credits, which were quite funny in Shrek II. It's hard to understand let alone explain a fiasco like this. Was the person in charge humor-impaired? Or perhaps they were not able to lead a huge machine like this, and ended up taking one or two bits from everyone, the whole never adding up. Was there an unfunny heavy boot from the studio? Did the studio want to make less money for some obscure stock-buy back scheme comprehensible only to the inner circle? We will never know. Maybe even the director, writers and cast can't explain it. It's like the fall of Rome. It happened; there are theories, but they are in the end just theories."
17,Shrek the Third,5,19 May 2007,The movie that rates itself: The Third.,"Paul McCartney is a great songwriter. Let me just get that out of the way. But he isn't perfect. Take for example the song, ""Live and Let Die"", a song he wrote in the '70s for a Bond movie of the same name. The song is used briefly in Dreamworks' latest outing for everyone's favorite Scots ogre. In the song he actually wrote this line: ""But if in this ever changing world in which we live in"". ""In which we live in""? Was he kidding? A great talent, but that is some lazy songwriting. I figure he was either exhausted, or under contract, as opposed to being inspired.And that's the problem with this entire movie. The writing is simply not up to par. The story is loaded down with so many different elements that it is impossible to develop any of them. You can almost see the writers thinking, ""Okay, now we've got a bunch of stuff for Shrek, Donkey, and Puss to do. Let's put in some stuff for Fiona and Lillian here..."" The result is that there's a script, but no real story. And the dialog with some exceptions, is full of the clichés they so happily lampooned in earlier Shreks. The result comes across as a 3rd or 4th draft. Andrew Adamson directed the previous two Shreks and has one of the writing credits here, but he did not direct it. I guess the franchise is so important now that it must be handled by two directors, neither of whom has Adamson's knack for timing. At various points in the evening, the pace was surprisingly ponderous.It's not unpleasant, as movies go. It's just disappointing when such an average film continues a series of such good ones."
18,Shrek the Third,3,18 May 2007,Truly Disappointed,"In all honesty Shrek is a kids movie, so they might love it, but the movie is a bomb for anyone over the age of fifteen. Personally the movie does not live up to the previous two. There was no conflict at all and the music was lame. Plus, the very few funny moments seem to surround the minor characters, Ginger bread man, Pinochio. Heck, even the shrek children were funnir than their parents. Even donkeys children were funnier and they did not speak. If you need to know anything else Shrek, the donkey, puss in boots are not funny in this movie. If you don't have a child, don't go to see this movie. It is not worth the ten dollars. Someone will eventually put the funny clips on you tube."
19,Shrek the Third,9,15 June 2007,Clever witty and a great addition to the series,"Humour is definitely the highest theatric art form, and Shrek is right up there at the top. Let's face it, it takes a lot more intelligence to write a good comedy than a drama or action film. In comedy, creativity and timing is critical. Shrek 3 has both! I own the first two Shrek DVD's and will definitely be adding this one to the collection. In general I do not like animated movies. Shrek is the only exception! As to the neigh-sayers, I would hardly know what to think. I mean, when B-Movies, like Sunshine for example, and horrors get a higher rating than this one, I guess there really is no accounting for taste. So if you like comedy and appreciate creativity and timing, go see Shrek. You will enjoy it. I would like to thank the creators for making this film."
20,Shrek the Third,10,24 May 2007,"I laughed, My four friends laughed, my sis laughed, my mom laughed AND my grandma laughed!","OK, I know this movie hasn't gotten the BEST reviews but I personally think it is absolutely AMAZING!There's humor in here for everyone, from simple baby fart jokes to a very well done reference to Paul McCartney's animated short ""The Frog Song"", and if you're concerned about King Harold (Fiona's frog father) passing away, You don't have to worry, I can guarantee you that you will NEVER find a death scene funnier than his. (Or a funeral scene for that matter.)The new characters are a wonderful addition to the constantly extending family, Merlin and Artie just to name some.The Dronkeys from the second film make several appearances and Dragon has much more screen time than she did in Shrek 2, a good thing for me.And if all of THAT doesn't make you want to see the film, you've got three absolutely adorable Ogre triplets to meet at the end of the film. (Sorry guys, they don't have names yet) These three little bundles of fun steal the scene they are in and are definitely going to be the new favorite characters of any little girl you bring to the film.For all you teenage girls out there; Artie is REALLY cute.Merlin will probably be more popular with the adults in your group, considering the fact that most jokes revolving around him are adult centered. (I found him disturbing to be honest)Highlights include; .Artie going into a full scale, fake crying fit when Merlin refuses to help them save Far Far away. .Puss attempting to do his legendary ""sad eye"" routine while in Donkey's Body. .Donkey singing the chorus of ""Cat's In The Cradle"" in order to cheer up Shrek after he worries about being a dad.And I'm guessing that the scene that will go down in history as the funniest scene in this film is Shrek's Nightmare about being a father, and the reactions that come from it.The actors once again to a WONDERFUL job with their voicing and Justin Timberlake makes for a nice fresh young addition to the family. Fiona's Gal Pals, Cinderella, Rapunzel, Snow White, Sleeping Beauty and Doris (From the second film) are also wonderfully done. IF you enjoyed the first two films, then you will LOVE this one. Oh, but you MIGHT want to have an answer ready for the inevitable ""Where do babies come from?"" question if you bring a young child... there's so much talk about babies and preparing for them to come in this film (Donkey serves as an EXCELLENT source for some early on in the film new dad jokes) that they will certainly want to know."
21,Shrek the Third,3,5 February 2008,A sequel too far...,"Calling this third outing for the Shreck gang disappointing is giving it all the best of it. The characters lacked the freshness and pizazz of the first two. The voice characterizations were ho-hum. And who needs all those human-looking computer-generated figures? How about a little imagination here? Having Shreck become a father was a tired ploy used to juice up fading sitcoms. The cute baby ogres belong in early Disney. And what happened to Donkey and Puss-in-Boots? These two rollicking sidekicks are reduced to pratfalling bit players. Worse, for much of the movie their personalities are magically switched. This could have been funny for a quick bit, but it gets old fast. A clue to S-III's problems can be found in the lengthy list of writers, few, if any, of whom were involved in the first two.Worst of all...it's just not funny."
22,Shrek the Third,8,21 August 2007,Funny With a Great Message,"When Fiona's father and King of Far Far Away passes away, the clumsy Shrek becomes the immediate successor of the throne. However, Shrek decides to find the legitimate heir Artie in a distant kingdom with his friends Donkey and Puss in Boots to be able return to his beloved house in the swamp with the pregnant Fiona. Meanwhile, the envious and ambitious Prince Charming joins the villains of the fairy tales plotting a coup d'état to become the new king.""Shrek the Third"" is very funny, having a great message in the end and completely underrated in IMDb. There are many unfair reviews and I really do not understand what these users have seen to dislike in this animation. There are many new characters from the fairy tales, but all of them has space along the plot, in at least one scene, and I liked, for example, the Cyclops with his beautiful daughter or the lines of Captain Hook just to mention two of them. I saw a version dubbed in Portuguese and the dialogs are excellent. The soundtrack is a plus and I loved ""Immigrant Song"" and ""Baraccuda"" in the attack of the heroines. My vote is eight.Title (Brazil): ""Shrek Terceiro"" (""Shrek The Third"")"
23,Shrek the Third,1,12 May 2008,less than zero,"Shrek the third is a nightmare. I've seen bad films (like Battlefield Earth, or even Necro Files 2) but this is ridiculous. This pathetic sequel is pure rubbish. The good old characters writhe in a nightmarishly stupid environment. With some nightmarishly stupid and mannered new characters. Boring, slow storytelling, with predictable ""twists"" well done enough for the taste of an average newborn. The worst thing is that this film is serious as hell. No clues of irony or sarcasm against the stupid fairytale (or worst the stupid pop-cultural) clichés. This film is sweet and cheesy like a big budget Barbie Fairytopia sequel without the charm, innocence, and low budget smartness of that. Let's forget its technical precision, and you'll get one unusually dumb film."
