,title,stars,date,r_title,text
10,The Killing of a Sacred Deer,3,15 December 2017,"Weird, Intriguing but Absolutely Disappointing and Overrated","The renowned heart surgeon Steven Murphy (Colin Farrell) is married with Dr. Anna Murphy (Nicole Kidman) with two children, the young teenager Kim (Raffey Cassidy) and the boy Bob (Sunny Suljic) that are their pride and joy. He works with the anesthetist Matthew (Bill Camp) and recently he is dedicating attention to the teenager Martin (Barry Keoghan), whose father died in a surgery. Steven brings Martin to meet his family and the teenager invites him to have dinner at his home with his mother (Alicia Silverstone), who harasses Steven. He rejects and on the next day, Bob gets sick without walking. Steven and Anna bring Bob to the hospital and after a complete checkup, the doctors do not find any problem with the boy. Soon Martin meets Steven and tells that he killed his father; now he has to kill Anna or Kim or Bob; otherwise they will all get sick and die. Who is Martin?""The Killing of a Sacred Deer"" is a weird, intriguing but absolutely disappointing and overrated film. The plot and the performances are cold, without heart, and has scenes absolutely unnecessary, like Anna masturbating Matthew in the car or the cameo of Alicia Silverstone. However, the screenplay holds the attention of the viewer that expects the clarification of the mystery. Unfortunatelly the conclusion is awful without any explanation for what is happening or who Martin is or has done. My vote is three.Title (Brazil): Not Available"
11,The Killing of a Sacred Deer,1,19 November 2017,"Filmmaker Yorgos Lanthimos  continues to befuddle and anger audiences in attempting to become a new M.Night Shamalan (um, not a good thing at all)","THE KILLING OF A SACRED DEER (2017) * Colin Farrell, Nicole Kidman, Barry Keoghan, Raffey Cassidy, Sunny Suljic, Bill Camp, Alicia Silverstone. Odd, strange and frankly taxing on the nerves sci-fi drama about the very wrong relationship between a teenage loner (creepy as f*** Keoghan) who gloms onto the cardiologist (Farrell in a truly one-note you wanna slap so-hard turn) who was responsible in the death of his father on the operating table unbeknownst to the doctor (at first) until it is revealed that the fate of his family will suffer the wrath of the mysterious boy. Filmmaker Yorgos Lanthimos - who co-wrote the frustrating screenplay with Efthymis Filippou - continues to befuddle and anger audiences in attempting to become a new M.Night Shamalan (um, not a good thing at all) - with impossible silent situations and moments where you want to scream at the screen ""Are you ****ing kidding me?!!?"" An attempt at a parable from the darkest recesses of The Twlight Zone comes off more as a metaphor of ego and revenge."
12,The Killing of a Sacred Deer,1,14 December 2017,Dont waste your time on the worst movie! You can't get it back!,This movie was very disturbing that didn't have much of a plot line. It would play eerie music throughout the entire movie at parts that weren't even scary. The movie would jump from one thing to another. It was disorganized. Te characters acted inhuman and everything was said in a blunt way. The wasn't much acting nor any emotion.
13,The Killing of a Sacred Deer,3,30 October 2017,Even worse than The Lobster,"If you're a fan of The Lobster then you'll probably love this. I'm not so when into this with reservations. My wife and I hated it. At the end of the movie we looked at each other and said ""what was that all about"". As far as I can see the movie had no point and to have your actors be as stilted and wooden as they possibly could be really made it worse. Yes I know it was a revenge story but the characters were so boring it made it a real slog to get through. As I said to my wife while I usually like to adhere to the 3 strikes and you're out in this case 2 is more than enough to keep me from ever seeing one if his movies again regardless of how many critics think it's wonderful."
14,The Killing of a Sacred Deer,10,21 September 2017,Michael Haneke's Sophie's Choice... or Stanley Kubrick's Happiness?!,"Neither. This is a Yorgos Lanthimos joint all the way. But it's as powerful and piercingly original as a work of the aforementioned masters.The premise isn't as intriguing or clever as The Lobster, but the execution, oh boy... is even better. A horrific black comedy, a nail-biting thriller, and a compelling moral tale all at once. The entire cast is superb, but Barry Keoghan will be a star. Between this and Dunkirk, it's his year.Go watch it on the big screen. Experience it, then see it again, and let its brilliance wash over you. I don't say this often, but to me, this is an instant classic."
15,The Killing of a Sacred Deer,5,16 November 2017,One of the oddest movies of the year,"This has to be one of the weirdest movies I have seen in quite a while.Based on ""Iphigenia in Aulis"", the acting is excellent yet the plot and the ending is rather bizarre. The story revolves around teen aged Martin who puts a mysterious curse on the Murphy family because an apparent mistake the Murphy patriarch, a surgeon, made earlier on Martin's father who died during surgery.All the characters' behavior in the story is odd and frequently unbelievable."
16,The Killing of a Sacred Deer,7,26 May 2017,A psychological thriller like they should be,"This slow paced psychological thriller embodies everything that is key to making the viewer feel a lively and frightening experience: it is beautifully shot, with very talented actors, a soundtrack that will give you chilling goosebumps, and an enigmatic plot. While some parts might feel slow or superfluous, this is easily compensated by the rising tension. Moreover, the fright is ingeniously generated through the actors' astute portrayal of character turmoil, and not cheaply made jump-scares or gratuitous violent scenes. In a way, The Killing of A Sacred Deer reminds me of Cape Fear (1991). Great movie if you like biting your knuckles in apprehension and get your nerves all twisted up, not so great if you are searching for fast-paced graphic experience (although the movie contains some instances of sexuality and gore)."
17,The Killing of a Sacred Deer,1,13 December 2017,Shocked,"Im shocked how Nicole Kidman and Collin Farrel Worked in this terrible movie.
I love psychological thriller but this is not one of them is just bad ( trying my best to control myself and not saying any bad words )
The kid ( the evil one ) he is super annoying , terrible acting .
the ending is just pathetic the whole story and characters doesn't seem real at all.
their behavior is super forced and acted looks like a mexican telenovela or even worse because at least mexican telenovelas has action and drama.
please don't waste your time on this is just bad bad !!!!!"
18,The Killing of a Sacred Deer,1,1 December 2017,Do yourself a favour- never see this movie,"This is the first time I have reviewed a movie on IMDb but we disliked this movie so much I wanted to do the world a favour and warn everyone about it - this movie is awful. Yes the acting is good - we went to see if because it had Colin Farrell and Nicole Kidman. It is loosely based on the Greek tragedy of Iphigenia but some versions of that story had a happy ending where Artemis sacrifices a deer in place of Iphigenia who is the daughter of Agamemnon. Hence the name of the movie. This movie is dark and weird and has no redeeming features. The plot is ridiculous and the music is manipulative. We were going to walk out half way but we thought it would get better. But it just got worse. I don't want to write any spoilers but please Don't SEE IT. Pull out your toe nails instead, it will be more fun."
19,The Killing of a Sacred Deer,1,11 November 2017,Worst movie I've ever seen,"The worst movie I have ever seen, and I've seen a lot of movies. Save your money and don't waste your time on this one. They tried to make a film noir, but all they made was a film de merde! It was slow moving and pretentious and the only reason I stuck it out was because i spent so much to see it at the cinema, waiting and hoping for it to get better, but it never happened. I would have given it a 0 if possible, but the lowest score allowed is a 1, so it gets a 1. Slow, boring and terrible sums it up! Don't waste your money or time."
20,The Killing of a Sacred Deer,2,14 December 2017,Sadly it is waste of resources!,"The director may be thinks that an eye for an eye the only solution to all problems or may be life is not profound to have it more deeper understandings any how in the end results is a shallow production that can not go beyond cliché.
I gave 2 star only for the beauty of cinematography for getting really good pictures. So well done to creative director and art director. But if you consider the waste of resources it is even a lot for this film. I am very sorry for all the time and the money spend to this film during production. Surely it could be used for a much better purposes."
21,The Killing of a Sacred Deer,1,14 December 2017,Waste of time,I don't get any part of this movie at all. Either i am the dumbest person on earth or the writer.
22,The Killing of a Sacred Deer,3,15 December 2017,Masturbatory obsessed delusions of a damaged brain,"Pretentious garbage like this really gets my goat as do all the so much more intelligent than us reviewers who ""GET IT"" and disparage others who dont know of the Greek legend of Iphigenia of which the story is meant to be based on I believe and just say the truth and say ""its boring"" Like the reviewers who have posted paragraphs of existential bullshit and hidden meanings...You simply cant polish a turd!The director is obviously some kind of sex pervert or deviant obsessed with ""wanking"" of various kinds , foot fetishism and pseudo-erotocism so my question is why didnt he just do the honest thing and make a porno!The music is jarring in the extreme as is the whole thing; its so bizarre that the audience were laughing at the most inappropriate times - the acting i couldnt actually make out if it was bad or was meant to be so wooden at times for effect (I give the benefit of doubt and surmise the latter) - its was as if two robots were speaking at each other in many scenes.I suppose its like everything these days - like art itself - in my mind if anyone can make it like Tracy Emmins garbage they call art then it really isnt art - if you can paint a Jack Vetriano or a Turner then it is art and anyone could have made this but in the modern world the idea of shocking the viewer seems to be what defines art, television, cinema etc. All you need to do is crap on a piece of paper and it could be called art by the arty farty up their own kazoo types that inhabit the crevices of IMDB! The world is now so full of people who know the price of everything but the value of nothing and this director exemplifies this with this turgid, pretentious bag of ordure!"
23,The Killing of a Sacred Deer,1,14 December 2017,"Bad acting mind-numbing scenario, boring setting","I'm sure they're all embarassed to appear in this p* o*s of a movie - the ""scaryness"" is done by using droning sounds and setting it in a hospital ""UUeeew, scary!"", NOT!
The acting is horrible, I'm surprised anyone got paid for doing that, the actions totally irrational, and the pretentionsness is abysmal. Avoid! This isn't direct-to-Dvd it's direct to wastebin."
24,The Killing of a Sacred Deer,2,29 November 2017,Tedious,"Really cross that I wasted the last 2 hours watching this self-absorbed nonsensical yet depressing drivel. Ironically, and equally annoyingly, I now have to write some meaningless nonsense myself in order to get to the minimum word count to submit the review. What, still not enough text? What more can I say? The film is not worth writing about which is why my review was so short. I wish I had done my tax return instead, it would have been more enjoyable and I would not still have my tax return to do. To sum up, my advice is, don't watch the film because it is awful."
25,The Killing of a Sacred Deer,10,18 December 2017,Easy film...NOT!,"I don't want to write any criticism for the movie. Most good reviews have done it better than me. What I would like to write has to do with basic understanding of one particular kind of movies.There are movies which are self-explanatory and there are movies like this one. I find it sad that a lot of critics have the words ""obtuse, weird, no meaning, garbage, etc "". I am Greek so I am familiar with the context and the generic idea behind the movie but even in other complicated movies (directors like Aronofsky, Bunuel, etc have created movies like this one (and because i want to avoid haters, i am NOT making a comparison between Lanthimos and those guys)), I always, ALWAYS thought and read before I judge. It's one of those movies that you need to think and even by thinking you may still not be able to understand it. You may need to read before passing any judgment. But for me at least this is the beautiful thing with these kind of movies. They educate you. You evolve as a personality because of them. To rephrase it, you may evolve as a personality because of them if you let yourself open. If you baptize the movie as crap just because you found the acting ""weird"" or ""empty"" without thinking why the director choose this approach(?), then you have barricaded yourself under the safety of your own little world.Of course if you believe that a movie is good only if you are able to understand it without the need of any reading, considerable thinking etc. then of course this is not a movie for you and you have excluded yourself from a vast collection of amazing directors and movies but that's just personal preference. There is always a new Saw movie coming along :) !"
26,The Killing of a Sacred Deer,3,14 December 2017,"yep, its one of those where u can only shake your head","Not really a fan of Kidman, and this movie is a great example why, I think she donned her Stepford Wive's persona for this one...again.
A heart surgeon has secret meetings with a teenage boy after unsuccessfully operating on his father. The boy somehow makes the Dr's whole family sick as an act of revenge for drinking on the job, Dr must choose which family member to sacrifice...which he does, randomly. During the film, these's lots of hidden messages in the imagery that you must decipher, and most likely will be attributed to the teenager being an incarnation of the devil, or a hundred other ways that it could be interpreted, of which the director will no doubt take credit for, more ambiguity the better for an artsy film, which is really means being too lazy to figure out a more plausible reason that these events could even be put on screen. The dots do not connect, the acting is definitely questionable, and the plot is just hot air, camera work is interesting, a lot of the placement is following the action, as if hovering from behind, similar to 'Birdman'. The film did have me interested in the outcome, I did want to know the reasoning behind all the sickness, and how he was able to predict it, but for a film to be worth watching, it must address it's central question, at least try and answer it, but it doesn't. So yeh it's an 'Art' film, because you have to decide yourself what it all meant, or be able to recount decades of cinematic references that the director was targeting to unravel all the hidden meaning, which may or may not lead to a logical ending. But me expecting a logical satisfying ending to a film (to which there will be no part 2) is no doubt looked upon as ignorant and docile to all the film noir aficionads's. But I felt ripped off after sitting through that, in a really classic 'film noir' way. I once watched a film where a guy took a crap on a wooden cross, and through the wonders of time lapse photography, a rose eventually grew out of the crap, that was at least slightly satisfying to endure, this one wasn't."
27,The Killing of a Sacred Deer,5,5 November 2017,What is This?,"Yorgos Lanthimos directed The Lobster which is one of my favorite movies. Lanthimos also directed Dogtooth which is an interesting movie, but it's not as good as The Lobster.I've been on the lookout for what Lanthimos was going to do next. When I first saw the trailer for The killing of a Sacred Deer, I was excited, and I couldn't wait to see the movie.I've noticed that Lanthimos loves to tell ambiguous stories, I don't mind it. The Lobster's ambiguous ending was great and so was Dogtooth's, but I think Lanthimos got a little carried away with The Killing of a Sacred Deer.Nothing makes any sense in this movie. The pacing is slow and I know that's the general feel with Lanthimos movies, but this one takes the cake for being one of his most boring and dull films ever.The opening was good and I was interested in the characters because I wanted to know what was going on, but the movie just kept going, and by the midpoint, I just didn't care anymore.The only thing that mainly held interest with this dry film was the directing. When I looked at some of the shots and angles the director chose to use, my mind immediately went to Stanley Kubrick's The Shining. This movie is skillfully directed for the most part, and they reminded me of Kubrick, but also, some of the shots in here did look a bit sloppy.I loved Colin Farrell in The Lobster, but in this, he comes off as stale and weird. I'm pretty sure that Lanthimos gave Farrell a direction to go in as a character, but I believe that the direction was bad, and it seemed like Farrell was reading his lines from a cue card most of the time.Nothing is explained here. I don't need to be spoon-fed information, but nothing in this movie makes any sense.This is a pretty pointless movie, all it has going for it is the directing, the weirdness, the music, it looks cool, and that's pretty much it. I'm really disappointed with The Killing of a Sacred Deer.For a more in-depth review, check out my video:https://www.youtube.com/watch?v=1YxcHUXGnk0"
28,The Killing of a Sacred Deer,5,5 November 2017,A film for masochists,I love a good thriller. However I wouldn't go to see The Snowman one of my favourite detective psychological thrillers because of the way it had been truncated. The Vue cinema in which I saw The Killing of a Sacred Deer last night puts you in the mood to see such a film. It's like being at the dentist for half an hour before the film starts. There is a crescendo of drill sounding vibrations advertising how lucky you are to be in their cinema. Then after a final explosion of noise the film starts. There is blackness around thirty seconds of silence and we are taken into a heart operation. Having a by-pass operation myself I found this interesting. Let me say that the acting was mostly very good especially that of Barry Keoghan. If you have masochist trends I am sure you will like this film. If you don't give the film around 30 minutes before deciding if you are going to walk out. Let me say that if you watch it to the end and afterwards you say you enjoyed it. May I suggest that you go and see a psychiatrist.
29,The Killing of a Sacred Deer,3,3 November 2017,Flick doesn't make any sense despite good acting,"I went to see the movie because it stars Nicole Kidman. With her and Colin Ferrell, how could anything go wrong? But it did. The flick seemed pointless - meandering without any direction or sense of finality. It seemed as if it was going one way and then stopped and went a different direction. I saw a clip on an interview of Nocole and she was asked what the scene was all about. She answered that she didn't know. Now if she didn't know, then how is the audience to know? The only reason I gave this flick 3 stars was because the cast did the best they could with it but otherwise I can't recommend anyone watch the flick."
30,The Killing of a Sacred Deer,4,9 July 2017,A thriller whose basic plot is as bad as a B-Horror movie,"I went to see this movie with a couple of friends at a special screening, we are all fans of Lanthimos previous works, but when this movie ended we looked at each other and chuckled nervously in disappointment. A few people in the audience even left immediately after the end and one man a few minutes later gave the movie an ironic clap, people laughed. It was that bad.The movie starts out really strongly, with all the daily awkwardness in human interactions Lanthimos can so easily portray and reshape. There's mystery, intrigue, the characters develop as the movie progresses, it delves into wider themes: the nuclear family, growing up, sexual awakenings and revenge. It is obvious Lanthimos sought to portray a ""what if"" situation in the movie that would make the viewer reflect on this themes, but the plot construction and thriller-like soundtrack and filming leaves the viewer demanding answers (like you normally get in the end of a thriller) or a twist. Instead the movie goes bland, it's extremely anticlimactic to the point of being comparable to bad horror movies where the intrigue goes nowhere. A lack of answers to basic questions as to the function of Lanthimos universes is usual in his movies, but here it doesn't work: this isn't a dystopian family or society, the movie is set in a world that feels like our own, yet we aren't given any explanations for the surreal undertones this world can have."
31,The Killing of a Sacred Deer,7,2 January 2018,Curse or justice?,"There are a lot of people that I know, who are going to regret watching this film. Only a few would enjoy a film like this. The reason (I believe) is that not everybody enjoys watching films that may trouble his mind or those films which contain ambiguous endings.The film has great screening and great picture, although the ""zoom-in"" & ""zoom-out"" effect at some extent was tiresome. The plot is about, 
-soft lies among the ""perfect"" family environment, 
-guilt that pushes into fake acts of kindness and 
-the classic meaning of the phrase ""revenge is a dish best served cold"". 
The last one in the universe of the movie has an unavoidable strength - like the power of fate which many may believe - and causes a very strong moral dilemma.Yet not all the parts of the plot could be explained, some acts may be regarded as devine or simply irrationalIt is not so fun watching a drama like this, but being in the right mood this film could be as amusing & fascinating as a classic tragedy."
32,The Killing of a Sacred Deer,3,25 December 2017,i took the effort to update my old account to rate this bad,"Overall the movie is not bad, the players are ok. I get that the martin figure is supposed to be empty in a way, but the way this is presented you could put a homer simpson in the play and get the same end result. just bad directing. the story could be so much more but it just lacks."
33,The Killing of a Sacred Deer,,8 November 2017,Laughably bad,"The Killing of a Sacred Deer is this year's Birdman. If you have half a brain and any self-respect, then you won't bother taking in this dud of a film. It's truly bad. I don't know where to start: the wooden performances, the stilted dialogue, the poorly-developed characters and storyline -- nothing is good about this movie. Even the stellar cast can't save it. Run, don't walk, away from The Killing of a Sacred Deer."
